<key1>ADI</key1><ls>Dha1tup._xxiv_,_68<wsid>24.68</wsid></ls><L>24187</L>
<key1>sparD</key1><ls>Dha1tup._ii_,_2<wsid>2.2</wsid></ls><L>256521</L>
<key1>spaS</key1><ls>Dha1tup._xxi_,_22<wsid>21.22</wsid></ls><L>256581</L>
<key1>spaS</key1><ls>Dha1tup._xxxiii_,_7<wsid>33.7</wsid></ls><L>256584</L>
<key1>spf</key1><ls>Dha1tup._xxvii_,_13<wsid>27.13</wsid></ls><L>256588</L>
<key1>spfS</key1><ls>Dha1tup._xxviii_,_128<wsid>28.128</wsid></ls><L>256602</L>
<key1>spfh</key1><ls>Dha1tup._xxxv_,_19<wsid>35.19</wsid></ls><L>256712</L>
<key1>spF</key1><ls>Dha1tup._xxxi_,_18.<wsid>31.18</wsid></ls><L>256737</L>
<key1>sPaw</key1><ls>Dha1tup._ix_,_44<wsid>9.44</wsid></ls><L>256740</L>
<key1>sPaRq</key1><ls>Dha1tup._xxxii_,_4.<wsid>32.4</wsid></ls><L>256785</L>
<key1>sPAy</key1><ls>Dha1tup._xiv_,_16<wsid>14.16</wsid></ls><L>256812</L>
<key1>sPiw</key1><ls>Dha1tup._xxxii_,_90<wsid>32.90</wsid></ls><L>256854</L>
<key1>sPiww</key1><ls>Dha1tup._xxxii_,_90.<wsid>32.90</wsid></ls><L>256856</L>
<key1>sPuw</key1><ls>Dha1tup._xxxv_,_84<wsid>35.84</wsid></ls><L>256860</L>
<key1>sPuw</key1><ls>Dha1tup._xxxiii_,_48<wsid>33.48</wsid></ls><L>256860</L>
<key1>sPuww</key1><ls>Dha1tup._xxxii_,_37<wsid>32.37</wsid></ls><L>256961</L>
<key1>sPuq</key1><ls>Dha1tup._xxviii_,_97.<wsid>28.97</wsid></ls><L>256962</L>
<key1>sPuRw</key1><ls>Dha1tup._ix_,_44<wsid>9.44</wsid></ls><L>256963</L>
<key1>sPuRq</key1><ls>Dha1tup._viii_,_25<wsid>8.25</wsid></ls><L>256964</L>
<key1>sPur</key1><ls>Dha1tup._xxviii_,_95<wsid>28.95</wsid></ls><L>256968</L>
<key1>sPul</key1><ls>Dha1tup._xxviii_,_96<wsid>28.96</wsid></ls><L>257015</L>
<key1>sPUrC</key1><ls>Dha1tup._vii_,_33<wsid>7.33</wsid></ls><L>257027</L>
<key1>sPUrj</key1><ls>Dha1tup._vii_,_61<wsid>7.61</wsid></ls><L>257031</L>
<key1>smi</key1><ls>Dha1tup._xxii_,_51<wsid>22.51</wsid></ls><L>257075</L>
<key1>smi</key1><ls>Dha1tup._xxxii_,_37<wsid>32.37</wsid></ls><L>257075</L>
<key1>smiw</key1><ls>Dha1tup._xxxii_,_37<wsid>32.37</wsid></ls><L>257109</L>
<key1>smf</key1><ls>Dha1tup._xxii_,_35<wsid>22.35</wsid></ls><L>257112</L>
<key1>syand</key1><ls>Dha1tup._xviii_,_22<wsid>18.22</wsid></ls><L>257403</L>
<key1>syam</key1><ls>Dha1tup._xix_,_78<wsid>19.78</wsid></ls><L>257458</L>
<key1>syam</key1><ls>Dha1tup._xxxiii_,_20<wsid>33.20</wsid></ls><L>257458</L>
<key1>sraMs</key1><ls>Dha1tup._xviii_,_15<wsid>18.15</wsid></ls><L>257528</L>
<key1>sraMh</key1><ls>Dha1tup._xviii_,_8<wsid>18.8</wsid></ls><L>257563</L>
<key1>sriv</key1><ls>Dha1tup._xxvi_,_3<wsid>26.3</wsid></ls><L>257618</L>
<key1>sru</key1><ls>Dha1tup._xxii_,_42<wsid>22.42</wsid></ls><L>257621</L>
<key1>srek</key1><ls>Dha1tup._iv_,_8.<wsid>4.8</wsid></ls><L>257770</L>
<key1>svaNg</key1><ls>Dha1tup._v_,_44<wsid>5.44</wsid></ls><L>258748</L>
<key1>svaj</key1><ls>Dha1tup._xxiii_,_7<wsid>23.7</wsid></ls><L>258776</L>
<key1>svaW</key1><ls>Dha1tup._xxxii_,_28<wsid>32.28</wsid></ls><L>258785</L>
<key1>svad</key1><ls>Dha1tup._ii_,_17<wsid>2.17</wsid></ls><L>258787</L>
<key1>svad</key1><ls>Dha1tup._ii_,_27<wsid>2.27</wsid></ls><L>258787</L>
<key1>svad</key1><ls>Dha1tup._xxxiii_,_130<wsid>33.130</wsid></ls><L>258787</L>
<key1>svan</key1><ls>Dha1tup._xix_,_79<wsid>19.79</wsid></ls><L>258909</L>
<key1>svan</key1><ls>Dha1tup._xix_,_62<wsid>19.62</wsid></ls><L>258909</L>
<key1>svap</key1><ls>Dha1tup._xxiv_,_60<wsid>24.60</wsid></ls><L>258948</L>
<key1>svar</key1><ls>Dha1tup._xxxv_,_11.<wsid>35.11</wsid></ls><L>259078</L>
<key1>svard</key1><ls>Dha1tup._ii_,_18<wsid>2.18</wsid></ls><L>259410</L>
<key1>svf</key1><ls>Dha1tup._xxii_,_34<wsid>22.34</wsid></ls><L>259868</L>
<key1>haw</key1><ls>Dha1tup._ix_,_25.<wsid>9.25</wsid></ls><L>260227</L>
<key1>haW</key1><ls>Dha1tup._ix_,_50<wsid>9.50</wsid></ls><L>260241</L>
<key1>had</key1><ls>Dha1tup._xxiii_,_8<wsid>23.8</wsid></ls><L>260291</L>
<key1>han</key1><ls>Dha1tup._xxiv_,_2<wsid>24.2</wsid></ls><L>260297</L>
<key1>hamm</key1><ls>Dha1tup._xiii_,_24.<wsid>13.24</wsid></ls><L>260557</L>
<key1>hay</key1><ls>Dha1tup._xv_,_5<wsid>15.5</wsid></ls><L>260560</L>
<key1>hary</key1><ls>Dha1tup._xv_,_7<wsid>15.7</wsid></ls><L>261643</L>
<key1>hal</key1><ls>Dha1tup._xx_,_7.<wsid>20.7</wsid></ls><L>261758</L>
<key1>has</key1><ls>Dha1tup._xvii_,_72<wsid>17.72</wsid></ls><L>262056</L>
<key1>hA</key1><ls>Dha1tup._xxv_,_7<wsid>25.7</wsid></ls><L>262501</L>
<key1>hA</key1><ls>Dha1tup._xxv_,_8<wsid>25.8</wsid></ls><L>262507</L>
<key1>hi</key1><ls>Dha1tup._xxvii_,_11<wsid>27.11</wsid></ls><L>262717</L>
<key1>hi</key1><ls>Dha1tup._xv_,_82<wsid>15.82</wsid></ls><L>262717</L>
<key1>hiMs</key1><ls>Dha1tup._xxxiv_,_23<wsid>34.23</wsid></ls><L>262731</L>
<key1>hikk</key1><ls>Dha1tup._xxi_,_1<wsid>21.1</wsid></ls><L>262789</L>
<key1>hikk</key1><ls>Dha1tup._xxxiii_,_12<wsid>33.12</wsid></ls><L>262789</L>
<key1>hiRq</key1><ls>Dha1tup._viii_,_15<wsid>8.15</wsid></ls><L>262850</L>
<key1>hil</key1><ls>Dha1tup._xxviii_,_69.<wsid>28.69</wsid></ls><L>263382</L>
<key1>hu</key1><ls>Dha1tup._xxv_,_1<wsid>25.1</wsid></ls><L>263443</L>
<key1>huq</key1><ls>Dha1tup._xxviii_,_102<wsid>28.102</wsid></ls><L>263507</L>
<key1>huRq</key1><ls>Dha1tup._viii_,_16<wsid>8.16</wsid></ls><L>263529</L>
<key1>hurC</key1><ls>Dha1tup._vii_,_31<wsid>7.31</wsid></ls><L>263569</L>
<key1>hul</key1><ls>Dha1tup._xx_,_14<wsid>20.14</wsid></ls><L>263577</L>
<key1>hUq</key1><ls>Dha1tup._ix_,_68.<wsid>9.68</wsid></ls><L>263608</L>
<key1>hf</key1><ls>Dha1tup._xxii_,_2<wsid>22.2</wsid></ls><L>263626</L>
<key1>hfz</key1><ls>Dha1tup._xxvi_,_119<wsid>26.119</wsid></ls><L>263915</L>
<key1>heq</key1><ls>Dha1tup._viii_,_32<wsid>8.32</wsid></ls><L>263977</L>
<key1>heq</key1><ls>Dha1tup._xix_,_16<wsid>19.16</wsid></ls><L>263977</L>
<key1>heQ</key1><ls>Dha1tup._xxi_,_60<wsid>21.60</wsid></ls><L>263989</L>
<key1>hez</key1><ls>Dha1tup._xvi_,_20<wsid>16.20</wsid></ls><L>264415</L>
<key1>hoq</key1><ls>Dha1tup._viii_,_33<wsid>8.33</wsid></ls><L>264470</L>
<key1>hnu</key1><ls>Dha1tup._xxiv_,_73<wsid>24.73</wsid></ls><L>264643</L>
<key1>hmal</key1><ls>Dha1tup._xix_,_45<wsid>19.45</wsid></ls><L>264650</L>
<key1>hrag</key1><ls>Dha1tup._xix_,_25.<wsid>19.25</wsid></ls><L>264662</L>
<key1>hras</key1><ls>Dha1tup._xvii_,_61<wsid>17.61</wsid></ls><L>264681</L>
<key1>hrAd</key1><ls>Dha1tup._ii_,_25<wsid>2.25</wsid></ls><L>264747</L>
<key1>hrI</key1><ls>Dha1tup._xxv_,_3<wsid>25.3</wsid></ls><L>264772</L>
<key1>hrIC</key1><ls>Dha1tup._vii_,_30.<wsid>7.30</wsid></ls><L>264801</L>
<key1>hruq</key1><ls>Dha1tup._ix_,_71<wsid>9.71</wsid></ls><L>264809</L>
<key1>hrep</key1><ls>Dha1tup._x_,_11<wsid>10.11</wsid></ls><L>264814</L>
<key1>hrez</key1><ls>Dha1tup._xvi_,_21<wsid>16.21</wsid></ls><L>264815</L>
<key1>hrez</key1><ls>Dha1tup._xvi_,_18<wsid>16.18</wsid></ls><L>264815</L>
<key1>hrOq</key1><ls>Dha1tup._ix_,_71<wsid>9.71</wsid></ls><L>264821</L>
<key1>hlag</key1><ls>Dha1tup._xix_,_26.<wsid>19.26</wsid></ls><L>264823</L>
<key1>hlap</key1><ls>Dha1tup._xxxii_,_115<wsid>32.115</wsid></ls><L>264825</L>
<key1>hlas</key1><ls>Dha1tup._xvii_,_62.<wsid>17.62</wsid></ls><L>264826</L>
<key1>hlAd</key1><ls>Dha1tup._ii_,_26<wsid>2.26</wsid></ls><L>264827</L>
<key1>hval</key1><ls>Dha1tup._xix_,_44<wsid>19.44</wsid></ls><L>264858</L>
<key1>hvf</key1><ls>Dha1tup._xxii_,_23<wsid>22.23</wsid></ls><L>264863</L>
<key1>hvf</key1><ls>Dha1tup._xxxi_,_21<wsid>31.21</wsid></ls><L>264863</L>
<key1>hve</key1><ls>Dha1tup._xxiii_,_39<wsid>23.39</wsid></ls><L>264875</L>
<key1>iK</key1><ls>Dha1tup._v_,_26<wsid>5.26</wsid></ls><L>28635</L>
<key1>iK</key1><ls>Dha1tup._v_,_27<wsid>5.27</wsid></ls><L>28635</L>
<key1>iNK</key1><ls>Dha1tup._v_,_26<wsid>5.26</wsid></ls><L>28637</L>
<key1>iNK</key1><ls>Dha1tup._v_,_27<wsid>5.27</wsid></ls><L>28637</L>
<key1>kaK</key1><ls>Dha1tup._v_,_6<wsid>5.6</wsid></ls><L>41598</L>
<key1>kaK</key1><ls>Dha1tup._xix_,_22<wsid>19.22</wsid></ls><L>41598</L>
<key1>kaNk</key1><ls>Dha1tup._iv_,_20<wsid>4.20</wsid></ls><L>41602</L>
<key1>kartr</key1><ls>Dha1tup._xxxv_,_60<wsid>35.60</wsid></ls><L>45145</L>
<key1>kuMS</key1><ls>Dha1tup._xxxiii_,_90<wsid>33.90</wsid></ls><L>51270</L>
<key1>kuMS</key1><ls>Dha1tup._xxxiii_,92<wsid>33.92</wsid></ls><L>51270</L>
<key1>kuR</key1><ls>Dha1tup._xxxv_,_41<wsid>35.41</wsid></ls><L>51782</L>
<key1>kup</key1><ls>Dha1tup._xxxiii_,_106<wsid>33.106</wsid></ls><L>52197</L>
<key1>klind</key1><ls>Dha1tup._ii_,_14<wsid>2.14</wsid></ls><L>58598</L>
<key1>klind</key1><ls>Dha1tup._iii_,_36<wsid>3.36</wsid></ls><L>58598</L>
<key1>Kowana</key1><ls>Dha1tup._ix_,_57<wsid>9.57</wsid></ls><L>62086</L>
<key1>Kowana</key1><ls>Dha1tup._xv_,_44<wsid>15.44</wsid></ls><L>62086</L>
<key1>guj</key1><ls>Dha1tup._vii_,_23<wsid>7.23</wsid></ls><L>65390</L>
<key1>guj</key1><ls>Dha1tup._xxviii_,_76<wsid>28.76</wsid></ls><L>65390</L>
<key1>Guq</key1><ls>Dha1tup._xxviii_,_77<wsid>28.77</wsid></ls><L>69796</L>
<key1>Guq</key1><ls>Dha1tup._xxviii_,_91<wsid>28.91</wsid></ls><L>69796</L>
<key1>Cyu</key1><ls>Dha1tup._xxii_,_60<wsid>22.60</wsid></ls><L>76153</L>
<key1>jan</key1><ls>Dha1tup._xxv_,_24<wsid>25.24</wsid></ls><L>76735</L>
<key1>jarc</key1><ls>Dha1tup._xxviii_,_17<wsid>28.17</wsid></ls><L>77741</L>
<key1>jur</key1><ls>Dha1tup._xxvi_,_47<wsid>26.47</wsid></ls><L>80005</L>
<key1>Jarc</key1><ls>Dha1tup._xvii_,_66<wsid>17.66</wsid></ls><L>81017</L>
<key1>Jarc</key1><ls>Dha1tup._xxviii_,_17<wsid>28.17</wsid></ls><L>81017</L>
<key1>tump</key1><ls>Dha1tup._xxviii_,_26<wsid>28.26</wsid></ls><L>85943</L>
<key1>div</key1><ls>Dha1tup._xxxiii_,_51<wsid>33.51</wsid></ls><L>92228</L>
<key1>div</key1><ls>Dha1tup._xxxiii_,_32.<wsid>33.32</wsid></ls><L>92228</L>
<key1>du</key1><ls>Dha1tup._xxvii_,_10<wsid>27.10</wsid></ls><L>93282</L>
<key1>du</key1><ls>Dha1tup._xxvi_,_24<wsid>26.24</wsid></ls><L>93282</L>
<key1>drE</key1><ls>Dha1tup._xxii_,_10<wsid>22.10</wsid></ls><L>98000</L>
<key1>drE</key1><ls>Dha1tup._xxiv_,_46<wsid>24.46</wsid></ls><L>98000</L>
<key1>Dfj</key1><ls>Dha1tup._vii_,_42<wsid>7.42</wsid></ls><L>101932</L>
<key1>Dfj</key1><ls>Dha1tup._vii_,_43<wsid>7.43</wsid></ls><L>101932</L>
<key1>Draj</key1><ls>Dha1tup._vii_,_38<wsid>7.38</wsid></ls><L>102255</L>
<key1>DrAG</key1><ls>Dha1tup._iv_,_40<wsid>4.40</wsid></ls><L>102271</L>
<key1>DrAG</key1><ls>Dha1tup._iv_,_41<wsid>4.41</wsid></ls><L>102271</L>
<key1>Dvaj</key1><ls>Dha1tup._vii_,_44<wsid>7.44</wsid></ls><L>102415</L>
<key1>Dvaj</key1><ls>Dha1tup._vii_,_45<wsid>7.45</wsid></ls><L>102415</L>
<key1>naK</key1><ls>Dha1tup._v_,_20<wsid>5.20</wsid></ls><L>102937</L>
<key1>naK</key1><ls>Dha1tup._v_,_21<wsid>5.21</wsid></ls><L>102937</L>
<key1>naw</key1><ls>Dha1tup._xix_,_19<wsid>19.19</wsid></ls><L>103176</L>
<key1>naw</key1><ls>Dha1tup._ix_,_23<wsid>9.23</wsid></ls><L>103176</L>
<key1>naB</key1><ls>Dha1tup._xxvi_,_130<wsid>26.130</wsid></ls><L>103699</L>
<key1>naB</key1><ls>Dha1tup._xxxi_,_48<wsid>31.48</wsid></ls><L>103699</L>
<key1>nal</key1><ls>Dha1tup._xx_,_8<wsid>20.8</wsid></ls><L>104379</L>
<key1>nud</key1><ls>Dha1tup._xxviii_,_2<wsid>28.2</wsid></ls><L>111772</L>
<key1>nud</key1><ls>Dha1tup._xxviii_,_132<wsid>28.132</wsid></ls><L>111772</L>
<key1>pakz</key1><ls>Dha1tup._xvii_,_14<wsid>17.14</wsid></ls><L>113060</L>
<key1>pakz</key1><ls>Dha1tup._xxxii_,_17<wsid>32.17</wsid></ls><L>113060</L>
<key1>pad</key1><ls>Dha1tup._iii_,_1<wsid>3.1</wsid></ls><L>115169</L>
<key1>pad</key1><ls>Dha1tup._iii_,_4<wsid>3.4</wsid></ls><L>115169</L>
<key1>parR</key1><ls>Dha1tup._xxxv_,_84<wsid>35.84</wsid></ls><L>119471</L>
<key1>paS</key1><ls>Dha1tup._xxxiii_,_45<wsid>33.45</wsid></ls><L>120526</L>
<key1>piYj</key1><ls>Dha1tup._xxiv_,_18<wsid>24.18</wsid></ls><L>123559</L>
<key1>piYj</key1><ls>Dha1tup._xxiv_,_20<wsid>24.20</wsid></ls><L>123559</L>
<key1>pf</key1><ls>Dha1tup._xxvii_,_12<wsid>27.12</wsid></ls><L>128301</L>
<key1>pf</key1><ls>Dha1tup._xxviii_,_109<wsid>28.109</wsid></ls><L>128301</L>
<key1>pyE</key1><ls>Dha1tup._xxii_,_68<wsid>22.68</wsid></ls><L>129743</L>
<key1>pyE</key1><ls>Dha1tup._xiv_,_17<wsid>14.17</wsid></ls><L>129743</L>
<key1>bamb</key1><ls>Dha1tup._xi_,_24<wsid>11.24</wsid></ls><L>142890</L>
<key1>bamb</key1><ls>Dha1tup._xi_,_25<wsid>11.25</wsid></ls><L>142890</L>
<key1>bukk</key1><ls>Dha1tup._v_,_4<wsid>5.4</wsid></ls><L>145542</L>
<key1>bukk</key1><ls>Dha1tup._xxxiii_,_39<wsid>33.39</wsid></ls><L>145542</L>
<key1>Brajj</key1><ls>Dha1tup._xxviii_,_4<wsid>28.4</wsid></ls><L>153489</L>
<key1>Bruq</key1><ls>Dha1tup._xxviii_,_99<wsid>28.99</wsid></ls><L>153768</L>
<key1>Bruq</key1><ls>Dha1tup._xxviii_,_102<wsid>28.102</wsid></ls><L>153768</L>
<key1>maT</key1><ls>Dha1tup._xx_,_18<wsid>20.18</wsid></ls><L>155187</L>
<key1>maT</key1><ls>Dha1tup._iii_,_5<wsid>3.5</wsid></ls><L>155187</L>
<key1>maT</key1><ls>Dha1tup._xxxi_,_40<wsid>31.40</wsid></ls><L>155187</L>
<key1>mad</key1><ls>Dha1tup._xxxiii_,_31<wsid>33.31</wsid></ls><L>155288</L>
<key1>mad</key1><ls>Dha1tup._xix_,_54<wsid>19.54</wsid></ls><L>155288</L>
<key1>man</key1><ls>Dha1tup._xxx_,_9<wsid>30.9</wsid></ls><L>156626</L>
<key1>man</key1><ls>Dha1tup._xxv_,_67<wsid>25.67</wsid></ls><L>156626</L>
<key1>marj</key1><ls>Dha1tup._vi_,_76<wsid>6.76</wsid></ls><L>158462</L>
<key1>marj</key1><ls>Dha1tup._vi_,_77<wsid>6.77</wsid></ls><L>158462</L>
<key1>mid</key1><ls>Dha1tup._xviii_,_3<wsid>18.3</wsid></ls><L>164438</L>
<key1>mid</key1><ls>Dha1tup._xxvi_,_133<wsid>26.133</wsid></ls><L>164438</L>
<key1>mil</key1><ls>Dha1tup._xxviii_,_71<wsid>28.71</wsid></ls><L>164465</L>
<key1>mil</key1><ls>Dha1tup._xxviii_,_135<wsid>28.135</wsid></ls><L>164465</L>
<key1>muj</key1><ls>Dha1tup._vii_,_76<wsid>7.76</wsid></ls><L>165301</L>
<key1>muj</key1><ls>Dha1tup._vii_,_77<wsid>7.77</wsid></ls><L>165301</L>
<key1>muz</key1><ls>Dha1tup._xxxi_,_58<wsid>31.58</wsid></ls><L>165859</L>
<key1>muz</key1><ls>Dha1tup._xvii_,_25<wsid>17.25</wsid></ls><L>165859</L>
<key1>mfD</key1><ls>Dha1tup._xxi_,_10<wsid>21.10</wsid></ls><L>167410</L>
<key1>mF</key1><ls>Dha1tup._xxxi_,_22<wsid>31.22</wsid></ls><L>167459</L>
<key1>mF</key1><ls>Dha1tup._xxxi_,_26<wsid>31.26</wsid></ls><L>167459</L>
<key1>raYj</key1><ls>Dha1tup._xxiii_,_30<wsid>23.30</wsid></ls><L>173342</L>
<key1>raYj</key1><ls>Dha1tup._xxvi_,_58<wsid>26.58</wsid></ls><L>173342</L>
<key1>raR</key1><ls>Dha1tup._xix_,_33<wsid>19.33</wsid></ls><L>174208</L>
<key1>raR</key1><ls>Dha1tup._xix_,_56<wsid>19.56</wsid></ls><L>174208</L>
<key1>riz</key1><ls>Dha1tup._xvii_,_43<wsid>17.43</wsid></ls><L>178139</L>
<key1>riz</key1><ls>Dha1tup._xxvi_,_120<wsid>26.120</wsid></ls><L>178139</L>
<key1>ruz</key1><ls>Dha1tup._xvii_,_42<wsid>17.42</wsid></ls><L>178916</L>
<key1>ruz</key1><ls>Dha1tup._xxvi_,_120<wsid>26.120</wsid></ls><L>178916</L>
<key1>rev</key1><ls>Dha1tup._xiv_,_39<wsid>14.39</wsid></ls><L>179482</L>
<key1>rev</key1><ls>Dha1tup._x_,_14<wsid>10.14</wsid></ls><L>179482</L>
<key1>lakz</key1><ls>Dha1tup._xxxii_,_5<wsid>32.5</wsid></ls><L>180331</L>
<key1>lakz</key1><ls>Dha1tup._xxxiii_,_23<wsid>33.23</wsid></ls><L>180331</L>
<key1>laNG</key1><ls>Dha1tup._iv_,_34<wsid>4.34</wsid></ls><L>181121</L>
<key1>laNG</key1><ls>Dha1tup._v_,_55<wsid>5.55</wsid></ls><L>181121</L>
<key1>laNG</key1><ls>Dha1tup._xxxiii_,_87<wsid>33.87</wsid></ls><L>181121</L>
<key1>laNG</key1><ls>Dha1tup._xxxiii_,_121<wsid>33.121</wsid></ls><L>181121</L>
<key1>laRq</key1><ls>Dha1tup._xxxii_,_9<wsid>32.9</wsid></ls><L>181246</L>
<key1>lAB</key1><ls>Dha1tup._xxxv_,_81.<wsid>35.81</wsid></ls><L>182248</L>
<key1>van</key1><ls>Dha1tup._xiii_,_19<wsid>13.19</wsid></ls><L>185710</L>
<key1>van</key1><ls>Dha1tup._xiii_,_20<wsid>13.20</wsid></ls><L>185710</L>
<key1>van</key1><ls>Dha1tup._xix_,_42<wsid>19.42</wsid></ls><L>185710</L>
<key1>vay</key1><ls>Dha1tup._xiv_,_2<wsid>14.2</wsid></ls><L>186460</L>
<key1>vas</key1><ls>Dha1tup._xxxiii_,_70<wsid>33.70</wsid></ls><L>188997</L>
<key1>vas</key1><ls>Dha1tup._xxxv_,_84<wsid>35.84</wsid></ls><L>189096</L>
<key1>vij</key1><ls>Dha1tup._xxix_,_23<wsid>29.23</wsid></ls><L>194956</L>
<key1>vij</key1><ls>Dha1tup._xxv_,_12<wsid>25.12</wsid></ls><L>194956</L>
<key1>vf</key1><ls>Dha1tup._xxvii_,_8<wsid>27.8</wsid></ls><L>203978</L>
<key1>vf</key1><ls>Dha1tup._xxxi_,_16<wsid>31.16</wsid></ls><L>203978</L>
<key1>vf</key1><ls>Dha1tup._xxxi_,_20<wsid>31.20</wsid></ls><L>203978</L>
<key1>vf</key1><ls>Dha1tup._xxxiv_,_8<wsid>34.8</wsid></ls><L>203978</L>
<key1>vf</key1><ls>Dha1tup._xxvii_,_8<wsid>27.8</wsid></ls><L>204040</L>
<key1>vf</key1><ls>Dha1tup._xxxi_,_16<wsid>31.16</wsid></ls><L>204040</L>
<key1>vf</key1><ls>Dha1tup._xxxi_,_20<wsid>31.20</wsid></ls><L>204040</L>
<key1>vfj</key1><ls>Dha1tup._xxxiv_,_7<wsid>34.7</wsid></ls><L>204309</L>
<key1>vfj</key1><ls>Dha1tup._xxix_,_24<wsid>29.24</wsid></ls><L>204309</L>
<key1>vF</key1><ls>Dha1tup._xxxi_,_16<wsid>31.16</wsid></ls><L>205270</L>
<key1>vF</key1><ls>Dha1tup._xxxi_,_20<wsid>31.20</wsid></ls><L>205270</L>
<key1>vekz</key1><ls>Dha1tup._xxxv_,_84<wsid>35.84</wsid></ls><L>205298</L>
<key1>vekz</key1><ls>Dha1tup._xxxv_,,_6<wsid>35.6</wsid></ls><L>205298</L>
<key1>vrI</key1><ls>Dha1tup._xxxi_,_31<wsid>31.31</wsid></ls><L>210763</L>
<key1>vrI</key1><ls>Dha1tup._xxvi_,_31<wsid>26.31</wsid></ls><L>210763</L>
<key1>Sad</key1><ls>Dha1tup._xx_,_25<wsid>20.25</wsid></ls><L>212483</L>
<key1>Sad</key1><ls>Dha1tup._xxviii_,_134<wsid>28.134</wsid></ls><L>212483</L>
<key1>Sap</key1><ls>Dha1tup._xxiii_,_31<wsid>23.31</wsid></ls><L>212543</L>
<key1>Sap</key1><ls>Dha1tup._xxvi_,_59<wsid>26.59</wsid></ls><L>212543</L>
<key1>SuB</key1><ls>Dha1tup._xviii_,_11<wsid>18.11</wsid></ls><L>219616</L>
<key1>SuB</key1><ls>Dha1tup._xxviii_,_33<wsid>28.33</wsid></ls><L>219616</L>
<key1>SfD</key1><ls>Dha1tup._xviii_,_21<wsid>18.21</wsid></ls><L>220772</L>
<key1>SfD</key1><ls>Dha1tup._xxxiii_,_61<wsid>33.61</wsid></ls><L>220772</L>
<key1>SraNk</key1><ls>Dha1tup._iv_,_9.<wsid>4.9</wsid></ls><L>222318</L>
<key1>SraNk</key1><ls>Dha1tup._iv_,_10<wsid>4.10</wsid></ls><L>222318</L>
<key1>SraNk</key1><ls>Dha1tup._iv_,_11<wsid>4.11</wsid></ls><L>222318</L>
<key1>SraNg</key1><ls>Dha1tup._v_,_43<wsid>5.43</wsid></ls><L>222319</L>
<key1>SraNg</key1><ls>Dha1tup._v_,_44<wsid>5.44</wsid></ls><L>222319</L>
<key1>SraNg</key1><ls>Dha1tup._v_,_45<wsid>5.45</wsid></ls><L>222319</L>
<key1>Svac</key1><ls>Dha1tup._vi_,_5<wsid>6.5</wsid></ls><L>224190</L>
<key1>zWiv</key1><ls>Dha1tup._xv_,_52<wsid>15.52</wsid></ls><L>225563</L>
<key1>zWiv</key1><ls>Dha1tup._xxvi_,_4<wsid>26.4</wsid></ls><L>225563</L>
<key1>sad</key1><ls>Dha1tup._xx_,_24<wsid>20.24</wsid></ls><L>230505</L>
<key1>sad</key1><ls>Dha1tup._xxvii_133<wsid>27.133</wsid></ls><L>230505</L>
<key1>san</key1><ls>Dha1tup._xiii_,_21<wsid>13.21</wsid></ls><L>231023</L>
<key1>san</key1><ls>Dha1tup._xxx_,_2<wsid>30.2</wsid></ls><L>231023</L>
<key1>sAD</key1><ls>Dha1tup._xxvi_,_71<wsid>26.71</wsid></ls><L>241500</L>
<key1>sAD</key1><ls>Dha1tup._xxvii_,_16<wsid>27.16</wsid></ls><L>241500</L>
<key1>si</key1><ls>Dha1tup._xxvii_,_2<wsid>27.2</wsid></ls><L>243722</L>
<key1>si</key1><ls>Dha1tup._xxxi_,_5<wsid>31.5</wsid></ls><L>243722</L>
<key1>su</key1><ls>Dha1tup._xxii_,_43<wsid>22.43</wsid></ls><L>245237</L>
<key1>su</key1><ls>Dha1tup._xxiv_,_32<wsid>24.32</wsid></ls><L>245237</L>
<key1>suK</key1><ls>Dha1tup._xxxv_,_75<wsid>35.75</wsid></ls><L>245610</L>
<key1>suK</key1><ls>Dha1tup._xxxvi_,_14<wsid>36.14</wsid></ls><L>245610</L>
<key1>sU</key1><ls>Dha1tup._xxii_,_43<wsid>22.43</wsid></ls><L>250729</L>
<key1>sU</key1><ls>Dha1tup._xxiv_,_32<wsid>24.32</wsid></ls><L>250729</L>
<key1>sUrkz</key1><ls>Dha1tup._xxvii_,_15<wsid>27.15</wsid></ls><L>251816</L>
<key1>sUrkz</key1><ls>Dha1tup._xv_,_2<wsid>15.2</wsid></ls><L>251816</L>
<key1>sf</key1><ls>Dha1tup._xxii_,_37<wsid>22.37</wsid></ls><L>251838</L>
<key1>sf</key1><ls>Dha1tup._xxv_,_17<wsid>25.17</wsid></ls><L>251838</L>
<key1>stUp</key1><ls>Dha1tup._xxvi_,_127<wsid>26.127</wsid></ls><L>254826</L>
<key1>stUp</key1><ls>Dha1tup._xxxii_,_133<wsid>32.133</wsid></ls><L>254826</L>
<key1>stf</key1><ls>Dha1tup._xxvii_,_6<wsid>27.6</wsid></ls><L>254842</L>
<key1>stf</key1><ls>Dha1tup._xxxi_,_14<wsid>31.14</wsid></ls><L>254842</L>
<key1>sPaw</key1><ls>Dha1tup._xxxii_,_90<wsid>32.90</wsid></ls><L>256740</L>
<key1>sPuw</key1><ls>Dha1tup._xxviii_,_80<wsid>28.80</wsid></ls><L>256860</L>
<key1>sPuw</key1><ls>Dha1tup._ix_,_44<wsid>9.44</wsid></ls><L>256860</L>
